nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Marion,Francia,0,Excepcional,Très propre. Personnel agréable. Très calme.,Rien,10,Hotel,París," 8,4 "
Fatiha,Francia,0,Nul,Rien,"L'établissement ne correspondait pas à la description qui en a été faite
Les photos sur site sont trompeuses
Très déçus","2,0",Hotel,París," 8,4 "
Jean,Francia,0,Excellent rapport qualité prix,L accueil . Le Monsieur était très bien très à l écoute.,None,10,Hotel,París," 8,4 "
Sarah,Francia,0,Hôtel bruyant et accueil à revoir,"Bien situé
Chambre pour 3 adultes ok","Mais bruit terrible entendu que ce soit le matin ou le soir au dessus de nous et même dans les couloirs (ménage)? 
Accueil à revoir car pas du tout chaleureux ascenseur très lent et qui beug 
Baignoire trop petite 
On aurait mieux fait de rester dans notre précédent hôtel","1,0",Hotel,París," 8,4 "
Djamilla,Reunión,0,Séjour exceptionnel et personnel aux petits soins,"L accueil et les attentions particulières du personnel. Chambre avec vue sur la Tour Eiffel. Un grand merci à Saoussen pour sa gentillesse et ses conseils. 
Emplacement idéal pour visiter Paris. A 10 min des Champs Elysées et du Trocadéro.",Rien tout était parfait,10,Hotel,París," 8,4 "
Camille,Francia,0,Week end magique,"Un accueil formidable comme je n'en ai jamais vue ! 
Un voyage magique grâce au personnel et a la beauté et la qualité de cette hôtel...",None,10,Hotel,París," 8,4 "
Eric,Francia,0,"Très belle Hotel , l'emplacement parfait","L'emplacement de l'hôtel avec vue sur la Tour Eiffel
Quartier très calme 
place de parking dans la rue avec un peu de chance",La moquette !!!! mais pourquoi de la moquette au sol,"6,0",Hotel,París," 8,4 "
Emilie,Francia,0,Vacances en famille,"Emplacement idéal pour visiter paris ! 
Vue sur la Tour Eiffel. 
Chambre très spacieuse et confortable. 
Personnel très agréable. 
Rien à redire je recommande.",None,10,Hotel,París," 8,4 "
Omar,Francia,0,Pésimo,None,J’ai payer deux fois !!! J’attend mon remboursement,"1,0",Hotel,París," 8,4 "
Nicolas,Suiza,0,Agradable,"Emplacement à 5min Etoile / Trocadero
Personnel sympathique","Hotel un peu défraichi, propreté douteuse. Lit somme tout assez confortable et propre.","6,0",Hotel,París," 8,4 "
Giulia,Bélgica,0,👌,Très propre,None,10,Hotel,París," 8,4 "
Fatima,Francia,0,Pésimo,None,Bonjour. Jai réserve en ligne et jai appelé pour confirmer pour chambre lit double je suis arrivé à mi nuit je me suis retrouvé avec une chambre 4 lit séparé. Je voulais changer la chambre dsl madame cest complé est cetai le jour de mon mariage après il mon proposé d'autre hotel . Cest pas ce que je voulais mai je suis resté javai pas le choix malheureusement ☹☹☹☹,"1,0",Hotel,París," 8,4 "
Lucile,Francia,0,Agréable accueil mais la chambre pas top,Le personnels très très agréable surtout la dame qui nous a accueilli le matin de notre arrivée.,"Rideau de la salle de bain très sale. 
Chambre pas très agréable. 
Les toilettes vraiment pas pratique ainsi que la porte de salle de bain collé au lavabo.
Le prix ne vaut pas le service.","6,0",Hotel,París," 8,4 "
Laure,Francia,0,Moyen moyen,"L'emplacement parfait, à côté de la tour Eiffel,des Champs Elysées etc . 
Literie confortable.","Le petit déjeuner pas vraiment à volonté et qui se finit sur une sorte de crotte de souris à même le pain . Franchement je suis outrée pour un établissement 3 étoiles . Je vais d'ailleurs demander un geste commercial.chambre très petite . Télécommande qui ne fonctionne pas tout le temps. Pas un standing 3 étoiles.
Quand on voit que le vrai prix c'est 385€ la nuit !!
Parking payant et très cher donc il faut chercher une place dans la rue.","5,0",Hotel,París," 8,4 "
Fatima,Francia,0,Parfait,"Tout !! 
L accueil au tooop !!! un énorme MERCIII à Suzanne pour son accueil, son écoute, sa gentillesse et sa grande disponibilité !!! merci encore !!!
l appartement 2 chambres avec 2 salles de bains parfait
literie très confortable
logement fonctionnel
le calme 
l emplacement 
ptit dej très suffisant 
je reviendrais dans cette hôtel avec un grand plaisir.",None,10,Hotel,París," 8,4 "
Karima,Francia,0,Séjour exceptionnel 😍,"Séjour exceptionnel !! Au delà de nos attentes grâce à Suzanne qui était aux petits soins,soucieuse de notre confort, bien être et d une gentillesse !! Chambre très confortable, très propre, très belle décoration, hôtel très bien situé entre l Arc de triomphe et la tour Eiffel..pas besoin de transport en commun.Merci encore à Suzanne qui a rendu nôtre séjour exceptionnel !!!",Rien tout est parfait,10,Hotel,París," 8,4 "
Myriam,Francia,0,hôtel tre,chambre climatisée et calme,.,10,Hotel,París," 8,4 "
Nadia,Bélgica,0,Excepcional,None,"Le personnel est très accueillant et attentionné. Bien situé, proche des transports, de l'arc de Triomphe, des Champs-Élysées et de petits resto sympas.",10,Hotel,París," 8,4 "
Camille,Francia,0,Excepcional,L’emplacement et le personnel,Ras,10,Hotel,París," 8,4 "
Marie-christine,Bélgica,0,Hôtel parfait personnel souriant et à l’écoute des clients,"Le service, chambre très propre , déjeuner parfait et personnel à l’écoute, souriant et très professionnel",Aucun point négatif,10,Hotel,París," 8,4 "
Amina,Francia,0,Excepcional,"- La disponibilité et la gentillesse du personnel
- La propreté et l'emplacement",None,10,Hotel,París," 8,4 "
Nathalie,Guadalupe,0,Excepcional,"L'accueil, le personnel très sympathique et réactif , la chambre spacieuse, la bonne literie, la salle de bain spacieuse, la propreté des lieux la situation de l'hôtel dans Paris , le cadre, la décoration.","Le manque de diversité au niveau du petit déjeuner (pas assez de fruits, pas d'omelette...) salle vite remplie en fonction de l'heure.",10,Hotel,París," 8,4 "
Hamady,Suiza,0,Pas prêt à revenir,"L’accueil, la propreté et la salle de bain","Le rapport qualité/prix, 2 lits simple au lieu du lit double réservé, le petit déjeuner","4,0",Hotel,París," 8,4 "
Nicolas,Bélgica,0,Ce fût une découverte pleine de convivialité.,"Un établissement aux petits oignons pour ses clients ! Durant notre séjour avec ma compagne nous avons pu profiter de cet endroit comme d'un véritable havre de paix, le petit déjeuner est excellent et varié et sera apprécié même des plus difficiles. Un personnel plus qu'à l'écoute et passionné cela se ressent, des chambres bien équipées et un lit très confortable ! Le quartier est également très bien entouré si vous voulez vous faire un restaurants à deux pas avant de revenir vous reposez. En bref pour notre prochain voyage à Paris notre hôtel est déjà choisi, je recommande fortement !",L'imprimante n'imprime pas en couleur.,10,Hotel,París," 8,4 "
Kheira,Francia,0,Excepcional,"Un accueil chaleureux, une équipe aux petits soins. Notre hôtesse est une perle rare, son sourire et sa bonne humeur ont ensoleillé nos cœurs ! Merci Suzanne !!!",Rien,10,Hotel,París," 8,4 "
Mymy,Francia,0,Agradable,L’accueil du personnel,Les deux clientes américaines qui se battaient et hurlaient de 00h30 à 2h du matin et qui ont sûrement réveillé tout les clients de l’hôtel. Nuit malheureusement gâchée.,"6,0",Hotel,París," 8,4 "
Virginie,Francia,0,Hôtel au top !,"Le personnel est super agréable . Chambres spacieuses , propres , très bonne insonorisation , et une vue magnifique du 6 ème étage sur la Tour Eiffel ! 
Jardin privé très agréable . 
La situation est parfaite .
Petit dej copieux 
Parfait !!!!!",Rien,10,Hotel,París," 8,4 "
Anaïs,Francia,0,Très bon séjour,"Calme, literie confortable, bon petit déjeuner",None,10,Hotel,París," 8,4 "
Justine,Francia,0,Parfait,"Accueil très chaleureux, emplacement parfait
Chambre très confortable et propre.",None,10,Hotel,París," 8,4 "
Vernejoux,Francia,0,Très agréable,Propreté.. Personnel très agréable,Pas de pression d eau à la douche quasi un filet d eau,10,Hotel,París," 8,4 "
Mustapha,Noruega,0,Excepcional,Tres bon accueil,None,10,Hotel,París," 8,4 "
Ichem,Francia,0,Super,La vue sur la tour effeil,None,10,Hotel,París," 8,4 "
Mr,Francia,0,Excepcional,"l'accueil, l emplacement","la dame à l 'accueil est très professionnelle et souriante, nous reviendrons excellent hotel, très bon petit déjeuner et vue sur la tour Eiffel.",10,Hotel,París," 8,4 "
Ursula,Francia,0,Excepcional,None,"Juste excellent !! Le personnel au top qui s'adapte à toute situation rien a dire déjeuner au top à volonté vue tour effeil ,"" Saouessem au top elle a tout géré accueillante tous au top 😘😘😘😘",10,Hotel,París," 8,4 "
Eda,Francia,0,Séjour parfait,"Un accueil très chaleureux, des lieux propre, facile d’accès",None,10,Hotel,París," 8,4 "
Luca,Francia,0,Aceptable,"La localisation
Le personnel
La vue","La propreté de la chambre
Photo mensongères (chambre beaucoup plus petite)","5,0",Hotel,París," 8,4 "
Victoria,Francia,0,Séjour parfait !,"L’emplacement est idéale , le personnel est très accueillant, aimable et serviable .
Le petit déjeuner est correct et les chambres sont suffisamment spacieuse et silencieuse , un séjour très satisfaisant dans cet hôtel .","Pour être vraiment tatillonne, l’emplacement de la tele dans notre chambre qui était trop collé au mur et du coup au rideau de la fenêtre c’était gênant mais c’est vraiment un détail d’insignifiant .",10,Hotel,París," 8,4 "
Thierry,Francia,0,"j'ai changé d’hôtel la semaine suivante, moins cher et nettement mieux et dans le même coin.","Hotel très vieillot, de plus j'étais dans la chambre numéro 15 au RDC, j'avais l'impression d'avoir été parqué là....
Il faisait froid, chambre peu agréable, une contremarche que je me prenais à chaque passage (je dois être un peu idiot !!!)
A peine de la place dans les toilettes, faut pas être opulent.
Bref décevant, cher pour la qualité générale",la localisation,"5,0",Hotel,París," 8,4 "
François,Suiza,0,Aceptable,L'accueil et la location,"La litterie , les WC pas chauffés la douche dans la baignoire","5,4",Hotel,París," 8,4 "
Moctar,Francia,0,Excepcional,"Tout , excellent séjour",Rien,10,Hotel,París," 8,4 "
Stephane,Francia,0,Excepcional,"Très bien , bon emplacement et personnel accueillant",Rien,10,Hotel,París," 8,4 "
Nathalie,Francia,0,trop court,Le prix le charme la propreté la localisation,None,10,Hotel,París," 8,4 "
Benhamou,Francia,0,Excepcional,"Nous avons eu la chance d'être surclassé, accueil très sympathique et petit déjeuner copieux. Très bon emplacement de l'hôtel à côté de l'avenue Kléber, non loin du métro Boissière. Rapport qualité prix top ! Je recommande.",None,10,Hotel,París," 8,4 "
Sylvain,Francia,0,Très déçu,None,"Suite à une erreur de date lors de la réservation, BOOKING.COM et l’ho M’ont refusé tout remboursement, remise, report ou autre arrangement. 
Client depuis des années à titre pro et perso, je suis très déçu et vais me reporter sur une autre plateforme. 
Sylvain Massonneau","2,5",Hotel,París," 8,4 "
Cynthia,Francia,0,Excepcional,La gentillesse de l accueil ! Vraiment top ! En plus on a été surclassé ! Très calme pas de bruit du tout et très bien placé,None,10,Hotel,París," 8,4 "
Naïma,Francia,0,Excellent,"Au top! L'accueil du personnel est parfait, bien accueillit dès le départ, la réceptionniste souriante et serviable
On a eu droit à un reclassement, avec notre bébé c'était juste la cerise sur le gâteau. Propreté ok. On avait même pas prit le métro car tout est à proximité.","Un peu moins le petit-déjeuner ,(quelques produits industriels)",10,Hotel,París," 8,4 "
Barbara,Francia,0,Excepcional,None,"Très bon rétablissement, très bien situé, au calme, très propre. Personnel qualifié, à l'écoute et aimable. Bon petit déjeuner. Je reviendrai avec plaisir dans cet hotel.",10,Hotel,París," 8,4 "
Dumitra,Suiza,0,magnifique:,tout,rien,10,Hotel,París," 8,4 "
M'laikia,Suiza,0,Top tip,L'accueil,No commet,10,Hotel,París," 8,4 "
Sandrine,Francia,0,Excepcional,"Séjour extrêmement agréable à tous points de vue : accueil, chambre, déjeuner. Une très belle découverte. Nous reviendrons avec plaisir.",None,10,Hotel,París," 8,4 "
Nergis,Suiza,0,Belle découverte,La tour eifell,Les routes trop sales de paris,"6,7",Hotel,París," 8,4 "
Richard,Suiza,0,Correcte,Très bon petit déjeuner,None,"6,2",Hotel,París," 8,4 "
Sylvie,Francia,0,Séjour dans cet hôtel plus que réussi,L accueil par la réceptionniste qui été d une grande gentillesse.,Rien,10,Hotel,París," 8,4 "
Mag,Francia,0,Excellent à tout niveau,"Tout, emplacement, accueil, literie, petit dej, vue sur tour Eiffel, à 1 mn de l'arc de triomphe.
J'y reviendrai💖","J'ai tout apprécié, absolument tout...désolée, rien de négatif, tout top, accueil également👍",10,Hotel,París," 8,4 "
Olivier,Gabón,0,Excepcional,"Personnel de l'hôtel très gentil et accueillant. Un esprit pension de famille. 
Hotel très bien situé",None,10,Hotel,París," 8,4 "
Jean-alain,Francia,0,Hôtel cher pour les prestations mais bien placé,Hôtel bien place,Lit chambre petite y compris salle de bain et petit déjeuner moyen dès que nous réservons des hôtels en promo sur Booking.com déception des chambres posez vous la question ? Arrêtez de faire des promos et allouez des chambres au niveau des prix,"5,4",Hotel,París," 8,4 "
Elisabeth,Francia,0,Le sourire de suzanne,"Suzanne et son sourire la satisfaction du client est son mot d ordre.
L emplacement du lieu pour les visites...
Le petit dej super",Les tasses dans le couloir des chambres,10,Hotel,París," 8,4 "
Jean,Francia,0,excellent,tout etait tres bien accueil confort silence,rien car tout etait impeccable,10,Hotel,París," 8,4 "
Jean,Francia,0,Excellent,Confort. Silence. Calme. Accueil,Rien,10,Hotel,París," 8,4 "
Cristiane,Suiza,0,Excepcional,"La chambre, impeccable,
Belle vue,
Service impeccable,
Soin parfait!",None,10,Hotel,París," 8,4 "
Patrick,Francia,0,trés bon séjours merci,tous trés bien,tous trés bien,10,Hotel,París," 8,4 "
Anónimo,Francia,0,Très contente👍,"Emplacement idéal à quelque pas des champs Élysées et du Trocadéro vu sur la Tour Eiffel...
Établissement rempli de charmes.",None,"9,0",Hotel,París," 8,4 "
Anónimo,Francia,0,Emplacement fabuleux,"Cet hôtel est très bien placé. A 10 minutes à pieds de la Tour Eiffel et idem des Champs Élysées.
C’est un hôtel de charme parisien entouré de brasseries d’un bon rapport qualité / prix, avenue de Kléber.
Il est difficile de trouver mieux au prix proposé sur Booking.com.","Nous avons eu un petit souci à l’arrivée car notre appartement n’était pas disponible ( pb plomberie) mais remplacé par une chambre quadruple sans que nous en ayons été prévenus à l’avance.
Le personnel de l’hôtel a cependant été très compréhensif malgré notre mécontentement.
Nous reviendrons dans ce même hôtel lors de nos prochains séjours à Paris.","9,0",Hotel,París," 8,4 "
